State,University/College ,Campus,"Student
enrollment1","Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
ARKANSAS,University of Arkansas,Fayetteville,"33,352",4,0,0,2,2,100,7,86,7,1
ARKANSAS,University of Arkansas,Little Rock,"10,122",2,0,1,0,1,35,7,28,0,0
ARKANSAS,University of Arkansas,Medical Sciences,"3,584",15,0,0,0,15,105,11,91,3,0
ARKANSAS,University of Arkansas,Monticello,"4,154",0,0,0,0,0,4,0,4,0,0
ARKANSAS,University of Arkansas,Pulaski Technical College ,"6,355",0,0,0,0,0,7,0,7,0,0
ARKANSAS,University of Arkansas Community College at Morrilton,,"2,405",0,0,0,0,0,0,0,0,0,0
ARKANSAS,University of Central Arkansas,,"11,341",4,0,1,0,3,33,3,27,3,0
CALIFORNIA,Allan Hancock College,,"15,608",0,0,0,0,0,14,3,9,2,0
CALIFORNIA,California State Polytechnic University,Humboldt,"6,689",3,0,2,1,0,50,1,48,1,2
CALIFORNIA,California State Polytechnic University,Pomona,"29,442",2,0,1,0,1,146,21,122,3,0
CALIFORNIA,California State Polytechnic University,San Luis Obispo,"23,290",6,0,0,0,6,211,21,150,40,1
CALIFORNIA,California State University,Bakersfield ,"12,062",1,0,0,0,1,31,1,28,2,1
CALIFORNIA,California State University,Channel Islands,"7,214",2,0,1,0,1,41,4,34,3,0
CALIFORNIA,California State University,Chico,"15,709",12,0,5,0,7,175,2,169,4,2
CALIFORNIA,California State University,Dominguez Hills,"18,253",9,0,0,2,7,51,21,25,5,0
CALIFORNIA,California State University,East Bay,"15,404",4,0,2,0,2,48,1,30,17,1
CALIFORNIA,California State University,Fresno,"25,971",6,0,2,2,2,338,13,151,174,0
CALIFORNIA,California State University,Fullerton,"45,255",4,0,1,0,3,180,5,172,3,2
CALIFORNIA,California State University,Long Beach,"43,106",5,0,2,2,1,92,6,76,10,1
CALIFORNIA,California State University,Los Angeles,"28,820",9,0,2,3,4,107,8,85,14,5
CALIFORNIA,California State University,Monterey Bay,"7,861",5,0,2,0,3,21,3,17,1,0
CALIFORNIA,California State University,Northridge,"41,751",10,0,4,0,6,200,2,192,6,0
CALIFORNIA,California State University,Sacramento,"36,945",8,0,2,1,5,171,13,103,55,1
CALIFORNIA,California State University,San Bernardino,"21,960",5,0,2,1,2,59,7,34,18,3
CALIFORNIA,California State University,San Jose,"39,835",33,0,4,5,24,295,11,262,22,8
CALIFORNIA,California State University,San Marcos,"16,760",7,0,3,1,3,53,3,50,0,0
CALIFORNIA,California State University,Stanislaus,"11,486",3,0,2,0,1,14,0,14,0,0
CALIFORNIA,Chaffey College,,"29,462",0,0,0,0,0,17,5,10,2,0
CALIFORNIA,College of the Sequoias,,"16,781",1,0,0,1,0,27,7,20,0,0
CALIFORNIA,Contra Costa Community College,,"44,896",0,0,0,0,0,85,19,59,7,0
CALIFORNIA,Cuesta College,,"14,378",0,0,0,0,0,1,0,1,0,0
CALIFORNIA,El Camino College,,"30,239",2,0,0,0,2,43,6,36,1,1
CALIFORNIA,Foothill-De Anza College,,"49,772",5,0,0,1,4,10,0,9,1,0
CALIFORNIA,Irvine Valley College,,"16,462",0,0,0,0,0,0,0,0,0,0
CALIFORNIA,Los Rios Community College,,"105,314",5,0,1,2,2,65,6,56,3,4
CALIFORNIA,Marin Community College,,"6,437",0,0,0,0,0,6,2,4,0,2
CALIFORNIA,MiraCosta College,,"16,640",1,0,1,0,0,7,0,7,0,0
CALIFORNIA,Mt. San Jacinto College,,"21,870",0,0,0,0,0,4,1,3,0,0
CALIFORNIA,Pasadena Community College,,"30,357",2,0,1,0,1,62,4,41,17,0
CALIFORNIA,Riverside Community College,,"59,002",1,0,0,1,0,22,3,14,5,0
CALIFORNIA,San Bernardino Community College,,"23,885",3,0,0,0,3,22,6,12,4,1
CALIFORNIA,San Diego Community College,,"70,746",18,0,3,5,10,80,6,69,5,1
CALIFORNIA,San Diego State University,,"40,745",38,0,4,0,34,303,30,268,5,2
CALIFORNIA,San Francisco State University,,"28,755",11,0,4,1,6,102,5,88,9,2
CALIFORNIA,San Joaquin Delta College,,"23,408",1,0,0,1,0,28,0,27,1,6
CALIFORNIA,San Jose/Evergreen Community College,,"25,136",1,0,0,0,1,37,8,23,6,1
CALIFORNIA,Santa Monica College,,"32,856",4,1,0,0,3,42,2,39,1,0
CALIFORNIA,Sonoma County Junior College,,"23,299",2,0,1,0,1,23,2,21,0,0
CALIFORNIA,Sonoma State University,,"7,372",3,0,1,0,2,36,6,29,1,0
CALIFORNIA,State Center Community College District,,"62,190",16,0,2,1,13,134,25,104,5,0
CALIFORNIA,University of California,Berkeley,"48,230",61,0,8,13,40,888,57,468,363,10
CALIFORNIA,University of California,Davis,"42,046",20,0,4,3,13,844,56,484,304,10
CALIFORNIA,University of California,Irvine,"38,000",11,0,6,0,5,565,15,541,9,0
CALIFORNIA,University of California,Los Angeles,"49,010",85,0,17,10,58,745,81,406,258,5
CALIFORNIA,University of California,"Medical Center, Sacramento2",,7,0,1,2,4,127,6,102,19,0
CALIFORNIA,University of California,Merced,"9,511",7,0,5,0,2,74,0,71,3,0
CALIFORNIA,University of California,Riverside,"28,886",10,0,1,3,6,588,35,541,12,3
CALIFORNIA,University of California,San Diego,"44,050",21,0,3,3,15,687,20,311,356,3
CALIFORNIA,University of California,San Francisco,"3,251",31,0,3,8,20,318,37,229,52,2
CALIFORNIA,University of California,Santa Barbara,"28,257",17,0,7,1,9,405,53,291,61,8
CALIFORNIA,University of California,Santa Cruz,"21,109",12,0,6,2,4,166,3,156,7,0
CALIFORNIA,Ventura County Community College District ,,"46,032",1,0,0,1,0,29,5,24,0,0
CALIFORNIA,West Valley-Mission Community College,,"20,588",0,0,0,0,0,24,1,22,1,0
COLORADO,Auraria Higher Education Center2,,,5,0,0,0,5,95,8,73,14,2
COLORADO,Colorado School of Mines,,"7,872",1,0,1,0,0,57,5,49,3,1
COLORADO,Colorado State University,Fort Collins,"36,856",4,0,1,0,3,442,8,423,11,1
COLORADO,Fort Lewis College,,"3,835",8,0,5,0,3,21,1,19,1,1
COLORADO,University of Colorado,Boulder,"44,787",16,0,5,2,9,420,16,392,12,9
COLORADO,University of Colorado,Colorado Springs,"14,894",8,0,6,0,2,45,1,40,4,0
COLORADO,University of Colorado,Denver,"29,702",0,0,0,0,0,72,2,45,25,2
COLORADO,University of Northern Colorado,,"10,992",2,0,2,0,0,105,6,67,32,0
CONNECTICUT,Central Connecticut State University,,"11,122",4,0,3,1,0,51,2,44,5,0
CONNECTICUT,Eastern Connecticut State University,,"4,457",2,0,2,0,0,10,0,9,1,0
CONNECTICUT,Southern Connecticut State University,,"10,333",0,0,0,0,0,18,0,16,2,0
CONNECTICUT,University of Connecticut,All Campuses2,,2,0,0,0,2,109,28,46,35,2
CONNECTICUT,Western Connecticut State University,,"5,102",1,0,0,0,1,8,0,8,0,0
CONNECTICUT,Yale University,,"16,416",6,0,0,3,3,271,46,194,31,3
DELAWARE,Delaware State University,,"6,462",13,0,2,2,9,61,8,50,3,1
DELAWARE,University of Delaware,,"26,135",5,0,0,0,5,103,5,91,7,0
FLORIDA3,Florida Atlantic University,,"36,189",2,0,2,0,0,80,4,73,3,0
FLORIDA3,Florida International University,,"69,591",8,0,4,1,3,148,1,143,4,0
FLORIDA3,Florida Polytechnic University,,"1,661",1,0,0,0,1,6,1,5,0,0
FLORIDA3,Florida State University,Panama City2,,2,0,0,0,2,2,0,2,0,0
FLORIDA3,Florida State University,Tallahassee,"49,885",21,0,7,4,10,299,61,235,3,1
FLORIDA3,New College of Florida,,729,0,0,0,0,0,17,3,14,0,0
FLORIDA3,Santa Fe College,,"16,717",1,0,0,1,0,8,1,7,0,0
FLORIDA3,University of Central Florida,,"80,332",21,0,8,2,11,186,31,112,43,1
FLORIDA3,University of North Florida,,"19,673",1,0,0,1,0,34,0,34,0,0
FLORIDA3,University of West Florida,,"17,296",2,0,2,0,0,17,1,16,0,0
GEORGIA,Abraham Baldwin Agricultural College,,"4,234",3,0,2,0,1,19,2,17,0,0
GEORGIA,Agnes Scott College,,"1,253",0,0,0,0,0,6,1,4,1,0
GEORGIA,Albany Technical College,,"3,899",0,0,0,0,0,0,0,0,0,0
GEORGIA,Athens Technical College,,"5,324",0,0,0,0,0,0,0,0,0,0
GEORGIA,Atlanta Technical College,,"4,829",0,0,0,0,0,0,0,0,0,0
GEORGIA,Augusta Technical College,,"5,740",0,0,0,0,0,0,0,0,0,0
GEORGIA,Augusta University,,"10,199",5,0,0,3,2,167,13,144,10,1
GEORGIA,Berry College,,"2,466",0,0,0,0,0,17,0,17,0,0
GEORGIA,Chattahoochee Technical College,,"12,777",0,0,0,0,0,1,1,0,0,0
GEORGIA,Clayton State University,,"7,169",4,0,0,1,3,17,2,14,1,0
GEORGIA,College of Coastal Georgia,,"3,904",0,0,0,0,0,12,0,10,2,0
GEORGIA,Columbus State University,,"9,045",7,0,5,1,1,40,6,33,1,0
GEORGIA,Dalton State College,,"5,241",0,0,0,0,0,0,0,0,0,0
GEORGIA,Emory University,,"16,063",15,0,7,5,3,303,23,271,9,1
GEORGIA,Fort Valley State University,,"2,875",1,0,0,0,1,54,0,51,3,0
GEORGIA,Georgia College and State University,,"7,397",1,0,0,0,1,28,1,26,1,0
GEORGIA,Georgia Gwinnett College,,"13,555",3,0,3,0,0,46,3,43,0,0
GEORGIA,Georgia Highlands College,,"6,316",0,0,0,0,0,3,0,3,0,0
GEORGIA,Georgia Institute of Technology,,"53,737",10,0,3,0,7,350,22,223,105,2
GEORGIA,Georgia Military College,,"11,936",0,0,0,0,0,0,0,0,0,0
GEORGIA,Georgia Northwestern Technical College,,"8,240",0,0,0,0,0,0,0,0,0,0
GEORGIA,Georgia Piedmont Technical College,,"4,101",0,0,0,0,0,1,0,1,0,0
GEORGIA,Georgia Southern University,,"29,617",2,0,1,0,1,69,6,63,0,0
GEORGIA,Georgia Southwestern State University,,"3,941",1,0,0,0,1,8,0,7,1,0
GEORGIA,Georgia State University,,"42,129",3,0,2,1,0,125,2,114,9,2
GEORGIA,Gwinnett Technical College,,"11,563",0,0,0,0,0,0,0,0,0,0
GEORGIA,Kennesaw State University,,"49,914",4,1,0,1,2,76,8,66,2,0
GEORGIA,Mercer University,,"10,309",4,0,4,0,0,73,0,66,7,0
GEORGIA,Middle Georgia State University,,"9,626",4,0,0,0,4,13,0,11,2,0
GEORGIA,Morehouse College,,"2,897",1,0,0,1,0,37,1,35,1,0
GEORGIA,Piedmont College ,,"2,241",0,0,0,0,0,0,0,0,0,0
GEORGIA,Savannah Technical College,,"5,396",0,0,0,0,0,4,1,3,0,0
GEORGIA,Southern Regional Technical College,,"6,435",0,0,0,0,0,0,0,0,0,0
GEORGIA,Spelman College,,"3,873",0,0,0,0,0,8,0,8,0,0
GEORGIA,University of North Georgia,,"21,038",3,0,1,0,2,7,1,6,0,0
GEORGIA,University of West Georgia,,"14,712",2,0,2,0,0,43,5,38,0,0
GEORGIA,Valdosta State University,,"12,550",3,0,3,0,0,47,7,36,4,1
GEORGIA,West Georgia Technical College,,"8,936",0,0,0,0,0,5,0,5,0,0
ILLINOIS,Aurora University,,"7,008",1,0,1,0,0,1,0,1,0,0
ILLINOIS,Black Hawk College,Kewanee2,,0,0,0,0,0,0,0,0,0,0
ILLINOIS,Black Hawk College,Moline,"5,795",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Chicago State University,,"2,975",0,0,0,0,0,3,0,3,0,0
ILLINOIS,College of DuPage,,"37,930",3,0,0,0,3,7,3,4,0,0
ILLINOIS,College of Lake County,,"20,509",0,0,0,0,0,21,2,19,0,0
ILLINOIS,Eastern Illinois University,,"10,889",3,0,3,0,0,35,7,28,0,0
ILLINOIS,Elgin Community College,,"13,863",0,0,0,0,0,1,1,0,0,0
ILLINOIS,Eureka College,,595,0,0,0,0,0,0,0,0,0,0
ILLINOIS,Harper College,,"21,901",0,0,0,0,0,11,1,10,0,0
ILLINOIS,Illinois Central College,,"9,920",1,0,0,0,1,14,4,10,0,0
ILLINOIS,Illinois State University,,"22,562",7,0,6,0,1,132,6,124,2,0
ILLINOIS,John A. Logan College,,"6,115",1,0,1,0,0,1,0,1,0,0
ILLINOIS,John Wood Community College,,"2,554",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Joliet Junior College,,"19,810",0,0,0,0,0,8,1,7,0,0
ILLINOIS,Kankakee Community College,,"3,754",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Kaskaskia College,,"5,715",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Lake Land College,,"8,125",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Lewis University,,"7,903",0,0,0,0,0,10,1,9,0,1
ILLINOIS,Lincoln Land Community College,,"8,984",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Loyola University of Chicago,,"19,300",5,0,3,0,2,57,0,56,1,0
ILLINOIS,McHenry County College,,"13,282",0,0,0,0,0,2,0,2,0,0
ILLINOIS,Millikin University,,"2,045",1,0,1,0,0,10,0,10,0,0
ILLINOIS,Moraine Valley Community College,,"17,617",2,0,0,0,2,6,0,6,0,0
ILLINOIS,Morton College,,"5,542",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Northeastern Illinois University,,"7,373",1,0,1,0,0,19,2,17,0,0
ILLINOIS,Northern Illinois University,,"17,541",17,0,10,0,7,84,17,66,1,0
ILLINOIS,Oakton Community College,,"16,018",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Parkland College,,"8,984",0,0,0,0,0,7,0,7,0,0
ILLINOIS,Rend Lake College,,"3,270",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Richland Community College,,"3,885",0,0,0,0,0,1,0,1,0,0
ILLINOIS,Rock Valley College,,"7,769",0,0,0,0,0,2,0,2,0,0
ILLINOIS,Southern Illinois University,Carbondale,"12,419",4,0,2,0,2,89,2,81,6,0
ILLINOIS,Southern Illinois University,School of Medicine2,,0,0,0,0,0,9,0,9,0,0
ILLINOIS,South Suburban College,,"7,724",0,0,0,0,0,0,0,0,0,0
ILLINOIS,Southwestern Illinois College,,"14,786",1,0,0,0,1,11,5,4,2,0
ILLINOIS,University of Chicago,Cook County,"21,578",6,0,0,1,5,76,6,60,10,0
ILLINOIS,University of Illinois,Chicago,"36,794",17,0,2,8,7,271,13,247,11,0
ILLINOIS,University of Illinois,Springfield,"5,417",1,0,1,0,0,6,0,5,1,0
ILLINOIS,University of Illinois,Urbana,"62,417",67,0,24,7,36,708,136,476,96,2
ILLINOIS,Waubonsee Community College,,"14,534",0,0,0,0,0,0,0,0,0,0
INDIANA,Ball State University,,"22,784",12,0,6,0,6,75,3,69,3,0
INDIANA,Indiana State University,,"9,888",9,0,6,0,3,49,5,42,2,0
INDIANA,Purdue University,,"56,210",6,0,0,0,6,489,21,466,2,10
INDIANA,University of Indianapolis,,"5,882",0,0,0,0,0,27,0,22,5,0
INDIANA,University of Notre Dame,,"13,618",5,0,0,1,4,219,2,215,2,0
IOWA,Iowa State University,,"32,126",7,0,5,0,2,142,8,113,21,0
IOWA,University of Iowa,,"32,773",51,0,9,1,41,175,10,158,7,0
IOWA,University of Northern Iowa,,"10,196",3,0,2,0,1,23,3,18,2,1
KANSAS,Emporia State University,,"6,660",0,0,0,0,0,6,0,6,0,0
KANSAS,Kansas City Kansas Community College,,"6,523",0,0,0,0,0,20,1,13,6,0
KANSAS,University of Kansas,Main Campus,"29,413",2,0,1,0,1,150,5,141,4,0
KANSAS,University of Kansas,Medical Center2,,10,0,0,1,9,215,4,161,50,0
KANSAS,Washburn University,,"6,302",3,0,1,0,2,37,1,33,3,0
KANSAS,Wichita State University,,"18,874",4,0,3,0,1,53,4,41,8,0
KENTUCKY,Eastern Kentucky University,,"16,842",9,0,8,0,1,73,8,64,1,0
KENTUCKY,Kentucky State University,,"2,203",2,0,2,0,0,6,1,5,0,0
KENTUCKY,Morehead State University,,"9,836",0,0,0,0,0,13,2,11,0,0
KENTUCKY,Murray State University,,"11,531",4,0,2,1,1,50,5,45,0,0
KENTUCKY,Northern Kentucky University,,"19,039",0,0,0,0,0,18,0,18,0,0
KENTUCKY,Transylvania University,,"1,007",0,0,0,0,0,0,0,0,0,0
KENTUCKY,University of Kentucky,,"33,930",32,0,13,4,15,457,22,395,40,1
KENTUCKY,University of Louisville,,"26,254",10,0,2,4,4,215,16,135,64,2
KENTUCKY,Western Kentucky University,,"19,863",5,0,2,0,3,62,12,48,2,0
LOUISIANA,Louisiana State University,Baton Rouge,"41,527",33,0,8,1,24,468,53,370,45,0
LOUISIANA,Louisiana State University,Eunice,"3,943",0,0,0,0,0,0,0,0,0,0
LOUISIANA,Louisiana State University,"Health Sciences Center, Shreveport","1,201",4,0,0,0,4,19,0,16,3,0
LOUISIANA,Louisiana Tech University,,"12,303",0,0,0,0,0,36,1,32,3,0
LOUISIANA,McNeese State University,,"6,921",1,0,0,0,1,20,7,13,0,0
LOUISIANA,Tulane University,,"15,598",8,0,0,1,7,69,7,59,3,0
MAINE,University of Maine,Farmington,"2,258",1,0,1,0,0,13,0,13,0,0
MAINE,University of Maine,Orono,"14,675",2,0,2,0,0,44,5,39,0,0
MAINE,University of Southern Maine,,"9,718",1,0,1,0,0,29,0,29,0,0
MARYLAND,Bowie State University,,"7,205",8,0,2,2,4,18,8,8,2,0
MARYLAND,Frostburg State University,,"4,575",5,0,2,0,3,10,1,7,2,1
MARYLAND,Morgan State University,,"9,912",5,0,4,1,0,53,14,30,9,3
MARYLAND,Prince George's County Community College,,"14,835",2,0,0,1,1,15,4,10,1,0
MARYLAND,Salisbury University,,"7,736",3,0,2,1,0,46,7,38,1,0
MARYLAND,St. Mary's College,,"1,657",3,0,2,0,1,19,5,14,0,0
MARYLAND,Towson University,,"22,027",10,0,1,4,5,98,3,95,0,0
MARYLAND,University of Maryland,Baltimore City,"7,720",12,0,0,2,10,53,5,33,15,0
MARYLAND,University of Maryland,Baltimore County,"15,904",4,0,1,1,2,104,6,73,25,0
MARYLAND,University of Maryland,College Park,"44,086",3,0,1,1,1,519,7,496,16,0
MARYLAND,University of Maryland,Eastern Shore,"3,229",3,0,0,0,3,40,14,26,0,0
MASSACHUSETTS,Amherst College,,"2,017",5,0,2,1,2,20,0,19,1,0
MASSACHUSETTS,Assumption College,,"2,243",2,0,1,0,1,18,5,13,0,0
MASSACHUSETTS,Babson College,,"4,632",2,0,1,0,1,32,2,30,0,0
MASSACHUSETTS,Bentley University,,"5,454",0,0,0,0,0,18,1,17,0,0
MASSACHUSETTS,Berklee College of Music,,"9,708",4,0,1,2,1,105,9,95,1,0
MASSACHUSETTS,Boston College,,"16,604",7,0,2,1,4,67,1,66,0,1
MASSACHUSETTS,Boston University,,"45,548",10,0,5,1,4,436,13,421,2,0
MASSACHUSETTS,Brandeis University,,"6,121",0,0,0,0,0,15,1,14,0,1
MASSACHUSETTS,Bridgewater State University,,"11,383",11,0,5,0,6,23,2,20,1,0
MASSACHUSETTS,Bristol Community College,,"8,143",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Bunker Hill Community College,,"12,494",0,0,0,0,0,9,0,9,0,0
MASSACHUSETTS,Cape Cod Community College,,"3,490",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Clark University,,"4,256",1,0,1,0,0,17,1,16,0,0
MASSACHUSETTS,College of the Holy Cross,,"3,310",1,0,1,0,0,18,2,16,0,0
MASSACHUSETTS,Curry College,,"2,400",4,0,0,0,4,17,0,17,0,0
MASSACHUSETTS,Dean College,,"1,345",0,0,0,0,0,4,1,3,0,0
MASSACHUSETTS,Emerson College,,"6,290",0,0,0,0,0,2,1,1,0,0
MASSACHUSETTS,Endicott College,,"4,793",0,0,0,0,0,15,0,14,1,0
MASSACHUSETTS,Fisher College,,"2,478",0,0,0,0,0,2,2,0,0,0
MASSACHUSETTS,Fitchburg State University,,"9,922",0,0,0,0,0,19,3,16,0,0
MASSACHUSETTS,Framingham State University,,"6,366",1,0,0,0,1,9,0,9,0,0
MASSACHUSETTS,Gordon College,,"2,053",0,0,0,0,0,12,0,12,0,0
MASSACHUSETTS,Greenfield Community College,,"1,920",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Harvard University,,"37,613",12,0,2,2,8,572,27,377,168,0
MASSACHUSETTS,Holyoke Community College,,"4,737",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Lasell College,,"1,933",0,0,0,0,0,1,0,1,0,0
MASSACHUSETTS,Massachusetts Bay Community College,,"6,161",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Massachusetts College of Art,,"2,204",0,0,0,0,0,1,0,1,0,0
MASSACHUSETTS,Massachusetts College of Liberal Arts,,"1,219",1,0,0,0,1,3,1,2,0,0
MASSACHUSETTS,Massachusetts Institute of Technology,,"12,829",6,0,0,0,6,289,12,275,2,0
MASSACHUSETTS,Massasoit Community College,,"7,395",0,0,0,0,0,1,0,1,0,0
MASSACHUSETTS,MCPHS University,,"7,345",0,0,0,0,0,6,1,5,0,0
MASSACHUSETTS,Merrimack College,,"6,650",5,0,2,0,3,13,1,12,0,0
MASSACHUSETTS,Mount Holyoke College,,"2,573",0,0,0,0,0,18,0,18,0,0
MASSACHUSETTS,Mount Wachusett Community College,,"3,915",0,0,0,0,0,2,0,2,0,0
MASSACHUSETTS,Northeastern University,,"39,566",5,0,2,2,1,410,5,403,2,0
MASSACHUSETTS,Northern Essex Community College,,"5,808",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,North Shore Community College,,"7,143",0,0,0,0,0,5,0,5,0,0
MASSACHUSETTS,Quinsigamond Community College,,"8,733",0,0,0,0,0,4,0,4,0,0
MASSACHUSETTS,Regis College,,"3,924",0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Roxbury Community College,,"2,106",2,0,0,1,1,18,3,15,0,0
MASSACHUSETTS,Salem State University,,"7,806",2,0,2,0,0,8,3,5,0,0
MASSACHUSETTS,Simmons College,,"6,488",0,0,0,0,0,16,12,4,0,0
MASSACHUSETTS,Smith College,,"3,192",1,0,1,0,0,6,0,6,0,0
MASSACHUSETTS,Springfield College,,"3,050",0,0,0,0,0,13,3,2,8,0
MASSACHUSETTS,Springfield Technical Community College,,"5,395",0,0,0,0,0,6,0,6,0,0
MASSACHUSETTS,Stonehill College,,"2,706",1,0,1,0,0,5,0,5,0,0
MASSACHUSETTS,Tufts University,Medford,"15,270",2,0,2,0,0,32,1,31,0,0
MASSACHUSETTS,Tufts University,Suffolk2,,0,0,0,0,0,9,0,9,0,0
MASSACHUSETTS,Tufts University,Worcester2,,0,0,0,0,0,5,1,3,1,0
MASSACHUSETTS,University of Massachusetts,Amherst,"37,599",17,0,10,2,5,185,18,163,4,2
MASSACHUSETTS,University of Massachusetts,Dartmouth,"8,726",3,0,1,0,2,43,2,41,0,1
MASSACHUSETTS,University of Massachusetts,"Harbor Campus, Boston","18,328",0,0,0,0,0,26,3,23,0,0
MASSACHUSETTS,University of Massachusetts,Lowell,"20,800",4,0,3,1,0,88,5,76,7,1
MASSACHUSETTS,University of Massachusetts,"Medical Center, Worcester","1,390",15,0,4,0,11,35,2,33,0,1
MASSACHUSETTS,Wellesley College,,"2,538",0,0,0,0,0,10,0,10,0,0
MASSACHUSETTS,Wentworth Institute of Technology,,"4,770",1,0,0,0,1,47,1,43,3,0
MASSACHUSETTS,Western New England University,,"3,732",1,0,1,0,0,9,1,8,0,0
MASSACHUSETTS,Westfield State University,,"5,233",2,0,2,0,0,13,2,11,0,0
MASSACHUSETTS,Wheaton College,,"1,739",0,0,0,0,0,1,0,1,0,0
MASSACHUSETTS,Worcester Polytechnic Institute,,"7,907",4,0,0,2,2,21,2,18,1,1
MASSACHUSETTS,Worcester State University,,"7,396",0,0,0,0,0,15,3,12,0,0
MICHIGAN,Central Michigan University,,"17,041",7,0,2,0,5,28,1,27,0,0
MICHIGAN,Delta College,,"9,721",0,0,0,0,0,5,2,3,0,0
MICHIGAN,Eastern Michigan University,,"16,770",14,0,7,0,7,75,11,63,1,1
MICHIGAN,Ferris State University,,"12,162",7,0,4,0,3,30,0,27,3,0
MICHIGAN,Grand Rapids Community College,,"17,294",2,0,1,0,1,20,0,20,0,0
MICHIGAN,Grand Valley State University,,"24,603",21,0,10,1,10,148,6,133,9,0
MICHIGAN,Kalamazoo Valley Community College,,"9,143",0,0,0,0,0,11,0,11,0,0
MICHIGAN,Kellogg Community College,,"4,917",1,0,0,0,1,3,0,3,0,0
